objectid,filename,youtubeid,title,creator,date,description,subject,location,latitude,longitude,identifier,source,type,format,language,rights,rightsstatement,top_category,sub_category
107,konferans.jpg,,Coğrafi Keşiflerin İstanbul’dan Görünüşü,Mehmet Genç Gönüllüsü,1992-10-12,Coğrafi Keşiflerin İstanbul’dan Görünüşü,Konferans;Coğrafi Keşifler;Şehirler;İstanbul,"İstanbul,Fatih;İstanbul Üniversitesi",41.01005056,28.96054028,MG-107,"İstanbul Üniversitesi, Edebiyat Fakültesi Sosyoloji Bölümü, Amerika’nın Keşfinin 500. Yılı Toplantıları",Görüntü,image/jpg,tr,https://www.istanbul.edu.tr/tr/_,,Biyografik,Aile Arşivi
149,konferans.jpg,,Osmanlı İktisat Tarihi Üzerine Düşünceler,Mehmet Genç Gönüllüsü,1995-01-21,Osmanlı İktisat Tarihi Üzerine Düşünceler,Konferans;Tarihçilik;İktisat Tarihçiliği,"İstanbul,Cağaloğlu;IRCICA",41.01170178,28.97778567,MG-149,IRCICA,Görüntü,image/jpg,tr,https://www.ircica.org/tr,,Akademik,Konferans ve Bildiriler
155,konferans.jpg,,İktisat Tarihi ve Osmanlı Dünyası,Mehmet Genç Gönüllüsü,1995-05-18,İktisat Tarihi ve Osmanlı Dünyası,Konferans;Tarihçilik;İktisat Tarihçiliği,İzmir,38.44421655,27.19658895,MG-155,Tarih Vakfı,Görüntü,image/jpg,tr,https://tarihvakfi.org.tr,,Akademik,Konferans ve Bildiriler
178,konferans.jpg,,Some Thoughts on the İltizam System,Mehmet Genç Gönüllüsü,1995-07,Some Thoughts on the İltizam System,Konferans;İktisat;Maliye;Vergi;İltizam Sistemi,"Almanya,Heidelberg;Heidelberg Üniversitesi",49.41923167,8.67030435,MG-178,"Heidelberg Universitesi, VII. International Kongress Für Turkische Wirtschafts und Sozialgeschichte (1071-1921)",Görüntü,image/jpg,eng,https://www.uni-heidelberg.de/en,,Akademik,Konferans ve Bildiriler
151,konferans.jpg,,Osmanlı İmparatorluğunda Siyasi ve İktisadi İktidar İlişkileri,Mehmet Genç Gönüllüsü,1996-01-04,Osmanlı İmparatorluğunda Siyasi ve İktisadi İktidar İlişkileri,Konferans;İktisat;Devlet;Siyaset,"İstanbul,Beyoğlu;IFEA",41.03151992,28.97749726,MG-151,Institut Français d’Études Anatoliennes,Görüntü,image/jpg,tr,https://www.ifea-istanbul.net/index.php/fr/services/biblio,,Akademik,Konferans ve Bildiriler
173,konferans.jpg,,Osmanlı İmparatorluğunda Devlet ve Ekonomi Arasındaki İlişkiler,Mehmet Genç Gönüllüsü,1996-01-11,Osmanlı İmparatorluğunda Devlet ve Ekonomi Arasındaki İlişkiler,Konferans;İktisat;Devlet,"Ankara,Çankaya;Fransız Kültür Merkezi",39.92373943,32.85356582,MG-173,Fransız Kültür Merkezi,Görüntü,image/jpg,tr,https://www.ifturquie.org,,Akademik,Konferans ve Bildiriler
108,konferans.jpg,,Şeref Doktorası Tevcihinde Yapılan Konuşma,Mehmet Genç Gönüllüsü,1996-02-08,Şeref Doktorası Tevcihinde Yapılan Konuşma,Konferans;Şeref Doktorası,"İstanbul,Fatih;İstanbul Üniversitesi",41.01005056,28.96054028,MG-108,"İstanbul Üniversitesi, Edebiyat Fakültesi ",Görüntü,image/jpg,tr,https://www.istanbul.edu.tr/tr/_,,Akademik,Konferans ve Bildiriler
125,konferans.jpg,,Erol Güngör’ün Şahsiyeti,Mehmet Genç Gönüllüsü,1996-04-24,Erol Güngör’ün Şahsiyeti,Konferans;Kişiler;Erol Güngör,İstanbul,41.1292562,28.88335172,MG-125,Türk Kültür Vakfı,Görüntü,image/jpg,tr,https://www.turkkulturvakfi.org.tr,,Akademik,Konferans ve Bildiriler
211,röportaj.jpg,,Osmanlı Dünyasında Bayramların Fonksiyonu,Mehmet Genç Gönüllüsü,1996-05-02,Osmanlı Dünyasında Bayramların Fonksiyonu,Röportaj;Toplum;Bayram,İstanbul,41.1292562,28.88335172,MG-211,Kanal TV 7,Görüntü,image/jpg,tr,https://www.kanal7.com/canli-izle,,Akademik,Röportaj ve Söyleşiler
147,konferans.jpg,,İstanbul’un Fethi: Sebepleri ve Sonuçları,Mehmet Genç Gönüllüsü,1996-05-24,İstanbul’un Fethi: Sebepleri ve Sonuçları,Konferans;Devlet;Fetih;Şehirler;İstanbul;Dönemler;Klasik;Yüzyıllar;15.Yy,İstanbul;İstanbul Büyükşehir Belediyesi,41.1292562,28.88335172,MG-147,"İstanbul Büyük Şehir Belediyesi, I. Uluslararası İstanbul’un Fethi Konferansı",Görüntü,image/jpg,tr,https://www.ibb.istanbul,,Akademik,Konferans ve Bildiriler
180,konferans.jpg,,Ottoman State and Economy in the Age of Reforms: Continuity and Change,Mehmet Genç Gönüllüsü,1996-06,Ottoman State and Economy in the Age of Reforms: Continuity and Change,Konferans;İktisat;Devlet;Reform,"ABD,Madison;University of Wisconsin-Madison,",43.07654494,-89.41246604,MG-180,"University of Wisconsin-Madison, A Conference on the Ottomen State, Modernism and the Euro-Islamic Synthesis: Revisionist Approach",Görüntü,image/jpg,eng,https://www.wisc.edu,,Akademik,Konferans ve Bildiriler
137,konferans.jpg,,15. ve 16. Yüzyıllarda Osmanlı İmparatorluğunda İç ve Dış Ticaret,Mehmet Genç Gönüllüsü,1996-11-09,15. ve 16. Yüzyıllarda Osmanlı İmparatorluğunda İç ve Dış Ticaret,Konferans;Ticaret;İç Ticaret;İhracat;Dönemler;Klasik;Yüzyıllar;15.Yy;16.Yy,İstanbul,41.1292562,28.88335172,MG-137,15 ve 16. Asırları Türk Asrı yapan Değerler Sempozyum,Görüntü,image/jpg,tr,,,Akademik,Konferans ve Bildiriler
88,seminer.jpg,,İktisat Tarihi Araştırmaları için Osmanlı Arşivi’nin Değeri,Mehmet Genç Gönüllüsü,1996-11-13,İktisat Tarihi Araştırmaları için Osmanlı Arşivi’nin Değeri,Seminer;Tarihçilik;İktisat Tarihçiliği;Kaynaklar;Arşiv,İstanbul,41.1292562,28.88335172,MG-88,Tarih Vakfı Arşiv Semineri,Görüntü,image/jpg,tr,https://tarihvakfi.org.tr,,Akademik,Konferans ve Bildiriler
148,konferans.jpg,,İstanbul’un Fethi: İktisadi Sonuçları,Mehmet Genç Gönüllüsü,1997-05-30,İstanbul’un Fethi: İktisadi Sonuçları,Konferans;İktisat;Devlet;Fetih;Şehirler;İstanbul;Dönemler;Klasik;Yüzyıllar;15.Yy,İstanbul;İstanbul Büyükşehir Belediyesi,41.1292562,28.88335172,MG-148,"İstanbul Büyük Şehir Belediyesi, II. Uluslararası İstanbul’un Fethi Konferansı",Görüntü,image/jpg,tr,https://www.ibb.istanbul,,Akademik,Konferans ve Bildiriler
189,konferans.jpg,,Silk Road and the Middle East Economy in History,Mehmet Genç Gönüllüsü,1997-06-29,Silk Road and the Middle East Economy in History,Konferans;Ticaret;İpek Yolu;Bölgeler;Orta Doğu,"Japonya,Yamagata;Yamagata University ",38.24650074,140.3492651,MG-189,Yamagata University,Görüntü,image/jpg,eng,https://www.yamagata-u.ac.jp/en/,,Akademik,Konferans ve Bildiriler
190,konferans.jpg,,The Black Sea Economic Cooperation in its Historical Perspective,Mehmet Genç Gönüllüsü,1997-06-29,The Black Sea Economic Cooperation in its Historical Perspective,Konferans;İktisat;Bölgeler;Karadeniz,"Japonya,Yamagata;Yamagata University ",38.24650074,140.3492651,MG-190,Yamagata University,Görüntü,image/jpg,eng,https://www.yamagata-u.ac.jp/en/,,Akademik,Konferans ve Bildiriler
191,konferans.jpg,,State and Economy in the Ottoman Empire,Mehmet Genç Gönüllüsü,1997-06-29,State and Economy in the Ottoman Empire,Konferans;İktisat;Devlet,"Japonya,Yamagata;Yamagata University ",38.24650074,140.3492651,MG-191,Yamagata University,Görüntü,image/jpg,eng,https://www.yamagata-u.ac.jp/en/,,Akademik,Konferans ve Bildiriler
192,konferans.jpg,,Silk Road and the Middle East Economy in History,Mehmet Genç Gönüllüsü,1997-06-29,Silk Road and the Middle East Economy in History,Konferans;Ticaret;İpek Yolu;Bölgeler;Orta Doğu,"Japonua,Tokyo;Tokyo University",35.71273844,139.762107,MG-192,Tokyo University,Görüntü,image/jpg,eng,https://www.u-tokyo.ac.jp/en/,,Akademik,Konferans ve Bildiriler
193,konferans.jpg,,The Black Sea Economic Cooperation in its Historical Perspective,Mehmet Genç Gönüllüsü,1997-06-29,The Black Sea Economic Cooperation in its Historical Perspective,Konferans;İktisat;Bölgeler;Karadeniz,"Japonua,Tokyo;Tokyo University",35.71273844,139.762107,MG-193,Tokyo University,Görüntü,image/jpg,eng,https://www.u-tokyo.ac.jp/en/,,Akademik,Konferans ve Bildiriler
194,konferans.jpg,,State and Economy in the Ottoman Empire,Mehmet Genç Gönüllüsü,1997-06-29,State and Economy in the Ottoman Empire,Konferans;İktisat;Devlet,"Japonua,Tokyo;Tokyo University",35.71273844,139.762107,MG-194,Tokyo University,Görüntü,image/jpg,eng,https://www.u-tokyo.ac.jp/en/,,Akademik,Konferans ve Bildiriler
61,bildiri.jpg,,1126 tarihli Üsküdar Şer’iye Sicili,Mehmet Genç Gönüllüsü,1997-10-09,"Le Commerce du Café, Son Contrôl et Sa Taxation Dans l’Empire Otoman Entre la fi du 17éme Siècle Début du 18éme Siècle",Bildiri;İktisat;Maliye;Vergi;Ticaret;Kahve;Yüzyıllar;17.Yy;18.Yy,"Fransa,Montpellier",43.62167572,3.848075907,MG-61,"Le Café avant l’ère des Plantations Coloniales Espaces et Réseaux, Sociétés (XVe-XVIIIe siècles)",Döküman,application/pdf,fr,,,Akademik,Konferans ve Bildiriler
150,konferans.jpg,,18. Yüzyılda Osmanlı İmparatorluğunda Değerli Maden Üretimi,Mehmet Genç Gönüllüsü,1997-11-28,18. Yüzyılda Osmanlı İmparatorluğunda Değerli Maden Üretimi,Konferans;İktisat;Sanayi;Maden;Yüzyıllar;18.Yy,"İstanbul,Beyoğlu;IFEA",41.03151992,28.97749726,MG-150,"Institut Français d’Études Anatoliennes, International Syposium on the Money and Mints in the Ottoman Empire 1680-1850",Görüntü,image/jpg,tr,https://www.ifea-istanbul.net/index.php/fr/services/biblio,,Akademik,Konferans ve Bildiriler
127,konferans.jpg,,Tarihçiliği Nasıl Anlamalı,Mehmet Genç Gönüllüsü,1998-02-22,Tarihçiliği Nasıl Anlamalı,Konferans;Tarihçilik,İstanbul,41.1292562,28.88335172,MG-127,Belgesel Sinemacılar Birliği,Görüntü,image/jpg,tr,http://bsb.org.tr,,Akademik,Konferans ve Bildiriler
102,konferans.jpg,,18. Yüzyılda Osmanlı Limanlarında Gümrük Merkezleri,Mehmet Genç Gönüllüsü,1998-04-20,18. Yüzyılda Osmanlı Limanlarında Gümrük Merkezleri,Konferans;İktisat;Maliye;Vergi;Ticaret;Yüzyıllar;18.Yy,"İstanbul,Bebek;Boğaziçi Üniversitesi",41.08477323,29.05092188,MG-102,"Boğaziçi Üniversitesi, International Symposium on the Ottoman Port Towns: Material Culture and Organization, 1600-1900",Görüntü,image/jpg,ing,http://www.boun.edu.tr,,Akademik,Konferans ve Bildiriler
179,konferans.jpg,,18. Yüzyıl Osmanlı Ekonomisinin Temel Eğilimleri,Mehmet Genç Gönüllüsü,1998-05-05,18. Yüzyıl Osmanlı Ekonomisinin Temel Eğilimleri,Konferans;İktisat;Yüzyıllar;18.Yy,"İstanbul,Beyoğlu;Orient-Institut",41.03070714,28.98592071,MG-179,"The Ottoman Eighteenth Century, Orient-Institut Der Deutshen Morgenländischen Gesselschaft",Görüntü,image/jpg,tr,https://www.dmg-web.de/page/home_de,,Akademik,Konferans ve Bildiriler
145,konferans.jpg,,İki İmparatorluğun Başkenti,Mehmet Genç Gönüllüsü,1998-05-23,İki İmparatorluğun Başkenti,Konferans;Şehirler;İstanbul,İstanbul;İstanbul Büyükşehir Belediyesi,41.1292562,28.88335172,MG-145,"İstanbul Büyük Şehir Belediyesi, III. Uluslararası Fetih Konferansı",Görüntü,image/jpg,tr,https://www.ibb.istanbul,,Akademik,Konferans ve Bildiriler
37,baskent.pdf,,İki İmparatorluğun Başkenti,Mehmet Genç Gönüllüsü,1998-10,İki İmparatorluğun Başkenti,Makale;Şehirler;İstanbul;Eserleri,İstanbul,41.1292562,28.88335172,MG-37,"İstanbullu, 12-14",Döküman,application/pdf,tr,,,Akademik,Yazılı Eserler
174,konferans.jpg,,Türkiye Cumhuriyeti’nin 75. Yılından Osmanlı Tarihine Bakış,Mehmet Genç Gönüllüsü,1998-11,Türkiye Cumhuriyeti’nin 75. Yılından Osmanlı Tarihine Bakış,Konferans;Tarihçilik;Ülkeler;Türkiye,Erzurum,39.90842999,41.2703797,MG-174,,Görüntü,image/jpg,tr,,,Akademik,Konferans ve Bildiriler
111,konferans.jpg,,Osmanlı Tarihi Araştırmalarının Bugünkü Durumu,Mehmet Genç Gönüllüsü,1999-02-10,Osmanlı Tarihi Araştırmalarının Bugünkü Durumu,Konferans;Tarihçilik,İstanbul,41.1292562,28.88335172,MG-111,İstanbul Üniversitesi Edebiyat Fakültesi Sosyoloji Bölümü,Görüntü,image/jpg,tr,https://www.istanbul.edu.tr/tr/_,,Akademik,Konferans ve Bildiriler
156,konferans.jpg,,19. Yüzyılda Osmanlı İktisadi Dünya Görüşünde Değişmeler,Mehmet Genç Gönüllüsü,1999-04,19. Yüzyılda Osmanlı İktisadi Dünya Görüşünde Değişmeler,Konferans;İktisat;İktisadi Düşünce;Dönemler;Modern;Yüzyıllar;19.Yy,İzmir,38.44421655,27.19658895,MG-156,Tarih Vakfı,Görüntü,image/jpg,tr,https://tarihvakfi.org.tr,,Akademik,Konferans ve Bildiriler
97,konferans.jpg,,Osmanlı Tarihinin Dönemlendirilmesi,Mehmet Genç Gönüllüsü,1999-05-22,Osmanlı Tarihinin Dönemlendirilmesi,Konferans;Tarihçilik;Dönemlendirme,"İstanbul,Fatih;Bilim ve Sanat Vakfı",41.01677546,28.95987789,MG-97,Bilim ve Sanat Vakfı,Görüntü,image/jpg,tr,,,Akademik,Konferans ve Bildiriler
129,konferans.jpg,,18. ve 19. Yüzyıllarda Osmanlı İmparatorluğunda Sanayileşme Teşebbüsleri,Mehmet Genç Gönüllüsü,1999-05-29,18. ve 19. Yüzyıllarda Osmanlı İmparatorluğunda Sanayileşme Teşebbüsleri,Konferans;İktisat;Sanayii;Yüzyıllar;18.Yy;19.Yy,İstanbul,41.1292562,28.88335172,MG-129,Türk Kültür Ocağı,Görüntü,image/jpg,tr,,,Akademik,Konferans ve Bildiriler
26,iktisadi.pdf,,19. Yüzyılda Osmanlı İktisadî Dünya Görüşünün Klasik Prensiplerindeki Değişmeler,Mehmet Genç Gönüllüsü,1999-06,19. Yüzyılda Osmanlı İktisadî Dünya Görüşünün Klasik Prensiplerindeki Değişmeler,Makale;İktisat;İktisadi Düşünce;Dönemler;Modern;Yüzyıllar;19.Yy;Eserleri,İstanbul,41.1292562,28.88335172,MG-26,"Divan: Disiplinlerarası Çalışmalar Dergisi, 6: 1-8",Döküman,application/pdf,tr,https://dergipark.org.tr/tr/pub/divan/issue/25935/273232,,Akademik,Yazılı Eserler
153,konferans.jpg,,The Education of the Ottman Bureaucrats in the Pre-Tanzimat Era,Mehmet Genç Gönüllüsü,1999-10-22,The Education of the Ottman Bureaucrats in the Pre-Tanzimat Era,Konferans;Devlet;Bürokrasi;Tanzimat,İstanbul;Bilgi Üniversitesi,41.1292562,28.88335172,MG-153,"İstanbul Bilgi Üniversitesi, Education in the Ottoman Empire",Görüntü,image/jpg,eng,https://www.bilgi.edu.tr,,Akademik,Konferans ve Bildiriler
142,konferans.jpg,,İktisat Tarihi Araştırmasındaki Serüvenim,Mehmet Genç Gönüllüsü,2000-01-20,İktisat Tarihi Araştırmasındaki Serüvenim,Konferans;İktisat;İktisat Tarihçiliği,"İstanbul,Fatih;Tarih Vakfı",41.01907816,28.96871483,MG-142,"Tarih Vakfı, Tarihçinin Mutfağı Serisi",Görüntü,image/jpg,tr,https://tarihvakfi.org.tr,,Akademik,Konferans ve Bildiriler
123,konferans.jpg,,Osmanlı İltizam Rejimi ve Değişmeleri,Mehmet Genç Gönüllüsü,2000-12-13,Osmanlı İltizam Rejimi ve Değişmeleri,Konferans;İktisat;Maliye;Vergi;Değişim,İstanbul,41.1292562,28.88335172,MG-123,Osmanlı Bankası Araştırma Merkezi,Görüntü,image/jpg,tr,,,Akademik,Konferans ve Bildiriler
114,konferans.jpg,,Osmanlı İktisadi ve Sosyal Tarih Çalışmalarının Değerlendirilmesi,Mehmet Genç Gönüllüsü,2001-02-24,Osmanlı İktisadi ve Sosyal Tarih Çalışmalarının Değerlendirilmesi,Konferans;Tarihçilik;İktisat Tarihçiliği;Sosyal Tarih,"İstanbul,Altunizade;İSAM",41.02595399,29.03907871,MG-114,İSAM,Görüntü,image/jpg,tr,http://www.isam.org.tr,,Akademik,Konferans ve Bildiriler
122,konferans.jpg,,1800’de Osmanlı İmparatorluğunun Genel Durumu,Mehmet Genç Gönüllüsü,2001-03-16,1800’de Osmanlı İmparatorluğunun Genel Durumu,Konferans;Yüzyıllar;18.Yy,"İstanbul,Tuzla;Sabancı Üniversitesi",40.88877675,29.37419743,MG-122,Sabancı Üniversitesi,Görüntü,image/jpg,tr,https://www.sabanciuniv.edu/tr,,Akademik,Konferans ve Bildiriler
112,konferans.jpg,,Osmanlı Devleti ve Modern İktisadi Büyüme,Mehmet Genç Gönüllüsü,2001-12-28,Osmanlı Devleti ve Modern İktisadi Büyüme,Konferans;İktisat;Kalkınma;İktisadi Büyüme;Dönemler;Modern,"İstanbul,Altunizade;İSAM",41.02595399,29.03907871,MG-112,İSAM,Görüntü,image/jpg,tr,http://www.isam.org.tr,,Akademik,Konferans ve Bildiriler
140,konferans.jpg,,17. Ve 18. Yüzyıllarda Osmanlı Mukataa Sistemindeki Değişmeler,Mehmet Genç Gönüllüsü,2002-01-23,17. Ve 18. Yüzyıllarda Osmanlı Mukataa Sistemindeki Değişmeler,Konferans;İktisat;Maliye;Vergi;Yüzyıllar;17.Yy;18.Yy,"İstanbul,Büyükçekmece;Fatih Üniversitesi",41.09125024,28.62460466,MG-140,Fatih Üniversitesi,Görüntü,image/jpg,tr,,,Akademik,Konferans ve Bildiriler
251,,GuJk16SCoPc,Osmanlı İmparatorluğunda Devlet ve Ekonomi Sempozyumu,Mehmet Genç Gönüllüsü,2002-04-29,'Osmanlı İmparatorluğunda Devlet ve Ekonomi'' kitabı üzerine,Konferans;Tarihçilik,"İstanbul,Fatih;Bilim ve Sanat Vakfı",41.01677546,28.95987789,MG-251,Bilim ve Sanat Vakfı TV,Video,video/mp4,tr,https://www.youtube.com/watch?v=GuJk16SCoPc,,Görsel Arşiv,Video Kayıtları
91,seminer.jpg,,Osmanlı İktisadi Sisteminde Esnaf Loncalarının Fonksiyonu,Mehmet Genç Gönüllüsü,2002-05-09,Osmanlı İktisadi Sisteminde Esnaf Loncalarının Fonksiyonu,Seminer;İktisat;İktisadi Sistem;Ticaret;Esnaf,"İstanbul,Fatih;İstanbul Üniversitesi",41.01005056,28.96054028,MG-91,"İstanbul Üniversitesi, seminer",Görüntü,image/jpg,tr,https://www.istanbul.edu.tr/tr/_,,Akademik,Konferans ve Bildiriler
92,seminer.jpg,,Osmanlı İktisat Tarihi Üzerine 6 seminer,Mehmet Genç Gönüllüsü,2002-07-22,Osmanlı İktisat Tarihi Üzerine 6 seminer,Seminer;Tarihçilik;İktisat Tarihçiliği,"Çanakkale,Adatepe;İstanbul Bilgi Üniversitesi",40.14576412,26.39967725,MG-92,İstanbul Bilgi Üniversitesi,Görüntü,image/jpg,tr,https://www.bilgi.edu.tr,,Akademik,Konferans ve Bildiriler
141,konferans.jpg,,Modern İktisadi Büyüme Karşısında Osmanlı Tutumu,Mehmet Genç Gönüllüsü,2003-01-08,Modern İktisadi Büyüme Karşısında Osmanlı Tutumu,Konferans;İktisat;İktisadi Büyüme;Dönemler;Modern,"İstanbul,Büyükçekmece;Fatih Üniversitesi",41.09125024,28.62460466,MG-141,Fatih Üniversitesi,Görüntü,image/jpg,tr,,,Akademik,Konferans ve Bildiriler
126,konferans.jpg,,Aydın Erol Güngör,Mehmet Genç Gönüllüsü,2003-04-19,Aydın Erol Güngör,Konferans;Kişiler;Erol Güngör,İstanbul,41.1292562,28.88335172,MG-126,"Kültür Ocağı Vakfı, Örnek Bir Şahsiyet Olarak Erol Güngör",Görüntü,image/jpg,tr,http://www.kocav.org.tr,,Akademik,Konferans ve Bildiriler
104,konferans.jpg,,Malikâne-Divani Sistemi,Mehmet Genç Gönüllüsü,2003-05-16,Malikâne-Divani Sistemi,Konferans;İktisat;Maliye;Vergi,"İstanbul,Bebek;Boğaziçi Üniversitesi",41.08477323,29.05092188,MG-104,Boğaziçi Üniversitesi,Görüntü,image/jpg,tr,http://www.boun.edu.tr,,Akademik,Konferans ve Bildiriler
98,konferans.jpg,,İstanbul’un Demografik Yapısı 1454-2003,Mehmet Genç Gönüllüsü,2003-06-06,İstanbul’un Demografik Yapısı 1454-2003,Konferans;Toplum;Demografi;Şehirler;İstanbul;Yüzyıllar;15.Yy;21.Yy,"İstanbul,Fatih;Bilim ve Sanat Vakfı",41.01677546,28.95987789,MG-98,"Bilim ve Sanat Vakfı, İstanbul Şehir ve Medeniyet Sempozyum",Görüntü,image/jpg,tr,https://www.bisav.org.tr,,Akademik,Konferans ve Bildiriler
202,konferans.jpg,,Olive Oil Production Trends in Eighteenth and Nineteenth Centuries in Mitilini,Mehmet Genç Gönüllüsü,2003-10-03,Olive Oil Production Trends in Eighteenth and Nineteenth Centuries in Mitilini,Konferans;İktisat;Sanayii;Zeytinyağı;Yüzyıllar;Şehirler;Mitilini;18.Yy;19.Yy,"Yunanistan,Midilli",39.10144444,26.55148142,MG-202,,Görüntü,image/jpg,eng,,,Akademik,Konferans ve Bildiriler
187,konferans.jpg,,Osmanlı Devleti ve Ekonomi,Mehmet Genç Gönüllüsü,2004-04-26,Osmanlı Devleti ve Ekonomi,Konferans;İktisat;Devlet,"Eskişehir,Odunpazarı;Eskişehir Osmangazi Üniversitesi",39.75161957,30.48995742,MG-187,Eskişehir Osmangazi Üniversitesi,Görüntü,image/jpg,tr,https://www.ogu.edu.tr,,Akademik,Konferans ve Bildiriler
201,konferans.jpg,,Osmanlı Bürokrasisi ve İmparatorluk Ölçüsünde İletişim Ağı,Mehmet Genç Gönüllüsü,2004-05-17,Osmanlı Bürokrasisi ve İmparatorluk Ölçüsünde İletişim Ağı,Konferans;Devlet;Bürokrasi;İletişim,"Kırgızistan,Bişkek;Kırgızistan-Türkiye Manas Üniversitesi",42.83535161,74.57525069,MG-201,Mytilini kai Kydonies: Mia Amphidromi schesi sto Voreioanatoliko Aigaio,Görüntü,image/jpg,tr,http://www.manas.edu.kg,,Akademik,Konferans ve Bildiriler
113,konferans.jpg,,Osmanlı Tarihçiliğinin Bugünkü Meseleleri,Mehmet Genç Gönüllüsü,2004-05-26,Osmanlı Tarihçiliğinin Bugünkü Meseleleri,Konferans;Tarihçilik,"İstanbul,Altunizade;İSAM",41.02595399,29.03907871,MG-113,İSAM,Görüntü,image/jpg,tr,http://www.isam.org.tr,,Akademik,Konferans ve Bildiriler
136,konferans.jpg,,Osmanlı Ekonomisinde Esnafın Yeri,Mehmet Genç Gönüllüsü,2004-10-13,Osmanlı Ekonomisinde Esnafın Yeri,Konferans;İktisat;Ticaret;Esnaf,İstanbul,41.1292562,28.88335172,MG-136,17. Ahilik Kültürü Haftası Kutlamaları,Görüntü,image/jpg,tr,,,Akademik,Konferans ve Bildiriler
198,konferans.jpg,,Osmanlı Bütçelerinin Yapısal Özellikleri,Mehmet Genç Gönüllüsü,2006-11-15,Osmanlı Bütçelerinin Yapısal Özellikleri,Konferans;İktisat;Bütçe,"Almanya,Münih;Ludwig Maximilian University of Munich",48.15189272,11.57980995,MG-198,Ludwig Maximilian University of Munich,Görüntü,image/jpg,tr,https://www.lmu.de/en/,,Akademik,Konferans ve Bildiriler
372,disiplinlerarasi.pdf,,Kaotik Bilgiden Senkronik Bilgiye Bir İktisat Tarihi Teorisyeni: Mehmet Genç,Mehmet Genç Gönüllüsü,2007-01,Abdullah Mesut Küçükkalay tarafından Disiplinlerarası Çalışmalar Dergisi'nde yayınlanan yazı,Hakkında;Abdullah Mesut Küçükkalay,"İstanbul,Fatih;Bilim ve Sanat Vakfı",41.01677546,28.95987789,MG-372,"Divan, Disiplinlerarası Çalışmalar Dergisi",Döküman,application/pdf,,https://dergipark.org.tr/tr/pub/divan/issue/25951/273418,,Diğer,Genel
105,konferans.jpg,,Osmanlı Sisteminin Ayırıcı Vasıfları Üzerine,Mehmet Genç Gönüllüsü,2007-05-23,Osmanlı Sisteminin Ayırıcı Vasıfları Üzerine,Konferans,"İstanbul,Bebek;Boğaziçi Üniversitesi",41.08477323,29.05092188,MG-105,Boğaziçi Üniversitesi,Görüntü,image/jpg,tr,http://www.boun.edu.tr,,Akademik,Konferans ve Bildiriler
135,konferans.jpg,,Değerlendirme Konuşması,Mehmet Genç Gönüllüsü,2007-09-07,Değerlendirme Konuşması,Konferans;Değerlendirme,"İstanbul,Göztepe;Marmara Üniversitesi",40.98946763,29.05454387,MG-135,I. Türkiye İktisat Tarihi Kongresi,Görüntü,image/jpg,tr,,,Akademik,Konferans ve Bildiriler
154,konferans.jpg,,Kapitalizm Karşısında Osmanlı İktisadı,Mehmet Genç Gönüllüsü,2007-10-26,Kapitalizm Karşısında Osmanlı İktisadı,Konferans;İktisat;Kapitalizm,"İstanbul,Üsküdar;İlmi Etüdler Derneği",41.02166703,29.01523539,MG-154,İlmi Etüdler Derneği 2007-2008 Açılış Konferansı,Görüntü,image/jpg,tr,https://www.ilem.org.tr,,Akademik,Konferans ve Bildiriler
188,konferans.jpg,,Osmanlı’da Ekonomik Yapı ve Devlet,Mehmet Genç Gönüllüsü,2007-11-06,Osmanlı’da Ekonomik Yapı ve Devlet,Konferans;İktisat;İktisadi Yapı;Devlet,"Eskişehir,Odunpazarı;Eskişehir Osmangazi Üniversitesi",39.75161957,30.48995742,MG-188,Eskişehir Osmangazi Üniversitesi,Görüntü,image/jpg,tr,https://www.ogu.edu.tr,,Akademik,Konferans ve Bildiriler
195,konferans.jpg,,Balkanlarda Osmanlı Varlığı,Mehmet Genç Gönüllüsü,2007-12-17,Balkanlarda Osmanlı Varlığı,Konferans;Bölgeler;Balkanlar,Üsküp,42.00542024,21.43451218,MG-195,Üsküp’te İstanbul Günleri,Görüntü,image/jpg,tr,,,Akademik,Konferans ve Bildiriler
99,konferans.jpg,,18. Yüzyıl Osmanlısında İktisat ve Siyaset,Mehmet Genç Gönüllüsü,2008-05-10,18. Yüzyıl Osmanlısında İktisat ve Siyaset,Konferans;İktisat;Devlet;Siyaset;Yüzyıllar;18.Yy,"İstanbul,Fatih;Bilim ve Sanat Vakfı",41.01677546,28.95987789,MG-99,Bilim ve Sanat Vakfı,Görüntü,image/jpg,tr,https://www.bisav.org.tr,,Akademik,Konferans ve Bildiriler
139,konferans.jpg,,İstanbul’un Fethi,Mehmet Genç Gönüllüsü,2008-05-28,İstanbul’un Fethi,"Konferans;Devlet,Fetih;Şehirler;İstanbul;Dönemler;Klasik;Yüzyıllar;15.Yy","İstanbul,Bayrampaşa;Bayrampaşa Belediyesi",40.89787857,29.22547335,MG-139,Bayrampaşa Belediyesi,Görüntü,image/jpg,tr,https://www.bayrampasa.bel.tr,,Akademik,Konferans ve Bildiriler
